Titulo,Categoria,Resumo,Status
Septuagenárias e rebeldes,ciencia,"Livro da jornalista Helena Celestino resgata a história do Círculo de Mulheres Brasileiras, um grupo feminista criado em Paris por exiladas ",1
Prefeitura de Santo André afasta médico acusado de homofobia ao atender paciente gay com suspeita de varíola dos macacos,ciencia,"Médico de UPA de Santo André não aceitou quando paciente respondeu que era HIV negativo, e insistiu na pergunta. Prefeitura lamentou caso, disse que conduta do profissional será apurada e afastou o médico dos plantões em equipamentos municipais durante o processo. ",1
'Viúva negra' cósmica gulosa é a estrela de nêutrons mais pesada conhecida até agora,ciencia,"Ela ficou conhecida e especialmente pesada após ""engolir"" a maior parte da massa de uma estrela companheira.",1
Conjunto de 'buracos misteriosos' no fundo do oceano intriga cientistas,ciencia,Cavidades foram localizadas durante expedição de equipe da Agência Americana Oceânica e Atmosférica (NOAA). É a segunda vez que os conjuntos são localizados e a origem ainda não foi definida.,1
O matemático que foi 'anjo da guarda' de Albert Einstein,ciencia,"Como amigo e matemático, Marcel Grossmann esteve em alguns dos momentos mais cruciais da vida do gênio da física. Albert Einstein expressou sua gratidão a ele.",1
3 animais 'imortais' que fascinam cientistas há décadas,ciencia,Estas criaturas parecem ter decifrado a fórmula para deter o envelhecimento e até mesmo revertê-lo.,1
O raro fóssil de peixe em pose 'feroz' encontrado em pasto ,ciencia,"Paleontólogos investigam novo e notável sítio jurássico nos arredores da cidade de Stroud, no Reino Unido.",1
'Não toque nem coma': o alerta das autoridades nos EUA sobre perigoso caramujo gigante,ciencia,Caramujos-gigantes-africanos encontrados na Flórida podem destruir plantas nativas e hospedar vermes que afetam humanos.,1
"Morre aos 103 anos o cientista britânico James Lovelock, o 'profeta do clima'",ciencia,"Ao longo de sua carreira, Lovelock se apresentou como um 'cientista independente' e criou polêmica com uma visão apocalíptica da crise climática. ",1
Você consegue imaginar uma vida profissional que dure 60 anos?,ciencia,Modelo de trabalho vigente terá que ser repensado com a mudança do perfil demográfico da população,1
"Em reunião anual da SBPC, cientistas pedem que recursos do 'orçamento secreto' sejam destinados à educação e pesquisa",ciencia,"Evento está na 74ª edição e vai até sábado (30), na Universidade de Brasília (UnB). Cientistas publicaram documento onde criticam corte de verbas do governo federal.",1
Combate ao HIV: por que redução nas infecções teve pior número desde 2016,ciencia,"Com a pandemia da covid-19 e outras crises globais, nos últimos dois anos, o progresso contra o HIV enfraqueceu, os recursos destinados a contracepção, tratamento e conscientização diminuíram e, como resultado, milhões de vidas ficaram em risco.",1
Mineiros de Angola encontram maior diamante rosa puro descoberto em 300 anos,ciencia,"Pedra preciosa, de 170 quilates, foi encontrado em mina no interior do país e será vendido em leilão pelo governo angolano. ",1
Família espanhola devolve 2500 artefatos pré-hispânicos ao governo do México,ciencia,O país está em campanha para resgatar o patrimônio histórico retirado ilegalmente do país. ,1
Sonda da Nasa encontra poços lunares com temperaturas 'confortáveis'​ para seres humanos,ciencia,"Diferentemente de outras regiões do satélite natural que chegam a graus extremos, poços identificados pela sonda LRO marcam temperaturas que sempre pairam na casa dos 17ºC. Descoberta pode beneficiar futuras missões da agência espacial. ",1
O que a saída da Rússia pode significar para a Estação Espacial Internacional,ciencia,"Moscou diz que quer construir sua própria estação, encerrando mais de 20 anos de cooperação com os EUA",1
Cientistas descobrem fóssil do 'predador mais antigo do mundo',ciencia,"A espécie, de 560 milhões de anos, pode ser uma chave para entender um dos períodos mais importantes da história do planeta.",1
Estudo mostra que adultos falam e cantam com bebês de modo semelhante ao redor do mundo ,ciencia,Cientistas conduziram testes de escuta com mais de 51 mil pessoas de 187 países. Pesquisa foi publicada revista Nature Human Behavior. ,1
Sonecas podem ser um fator de risco para hipertensão ,ciencia,Pesquisa divulgada hoje pela Associação Americana do Coração alerta para possível relação entre o hábito e um pior quadro de saúde,1
China lança o segundo módulo de sua estação espacial; VÍDEO,ciencia,"O módulo, chamado Wentian, pesando cerca de 20 toneladas e sem um astronauta a bordo, foi impulsionado por um foguete; agência espacial descreveu o lançamento como 'sucesso total'. ",1
China lança o segundo módulo de sua estação espacial,ciencia,"China lança seu segundo módulo, do total de três, para sua estação espacial permanente.",1
Viés de negatividade: por que os efeitos das críticas duram muito mais do que os dos elogios,ciencia,A maioria de nós está sujeita a insultos e comentários sarcásticos no dia a dia — mas não fomos feitos para lidar com um fluxo constante de críticas.,1
Descubra se seus olhos estão precisando de cirurgia plástica,ciencia,O envelhecimento da região das pálpebras tende a cobrir o campo visual e provocar limitações,1
Estado de SP tem 538 casos de monkeypox e governo estadual avalia compra de vacinas contra varíola dos macacos,ciencia,"Casos de monkeypox, a varíola dos macacos, chegaram a 538 no estado de SP, segundo dados deste sábado (23). Vacina contra a doença voltou a ser produzida na Dinamarca e já está sendo adquirida por países da União Europeia e pelos EUA. ",1
Clarão rosa no céu intriga cidade da Austrália e revela plantação secreta de maconha,ciencia,"Luz emitida de uma fazenda de cannabis nos arredores de Mildura, no sudeste do país, causou espanto nos moradores.",1
Robô da Nasa descobre objeto misterioso em Marte,ciencia,"Segundo a Nasa, explicação mais plausível é que se trata dos restos de um componente utilizado para pousar o explorador robótico na superfície de Marte em fevereiro de 2021.",1
Colisão rara de duas estrelas mortas é detectada por novo telescópio,ciencia,Colisões de estrelas de nêutrons são fundamentais para nossa compreensão do Universo — mas sua luz só é visível por algumas noites.,1
"Em meio a aumento de casos, estado de SP avalia compra de vacinas contra varíola dos macacos",ciencia,"Casos de monkeypox, a varíola dos macacos, triplicaram em duas semanas no estado de São Paulo. Vacina contra a varíola humana voltou a ser produzida na Dinamarca e já está sendo adquirida por países da União Europeia e pelos EUA. ",1
Caso de poliomielite é detectado pela primeira vez em décadas nos EUA,ciencia,Vírus foi registado pela última vez nos Estados Unidos em 1993 e pode ter sido levado por viajante que estava fora do país.,1
Nasa anuncia voo à Lua a partir de 29 de agosto e planeja viagem a Marte na década de 2030,ciencia,"
Artemis 1 viajará ao redor da face oculta da Lua em uma missão que irá durar entre quatro e seis semanas. ",1
Nasa escolhe foguete da SpaceX para levar telescópio da Nasa ao espaço,ciencia,"Empresa de Elon Musk fará o lançamento do telescópio espacial Nancy Grace Roman. Decolagem está prevista para outubro de 2026, ao custo de US 225 milhões. ",1
Surpreenda os outros com demonstrações de afeto,ciencia,Gestos de delicadeza inesperados são ainda mais apreciados e alimentam nossas conexões sociais,1
James Webb: astrônomo divulga imagem de galáxia em espiral feita com dados do supertelescópio  ,ciencia,"g1 conversou com o Gabriel Brammer, que fez o 'flagra' da galáxia NGC 628. ",1
Aurora boreal: o 'buraco azul' no céu da Suécia que permite observar esse fenômeno e 'arco-íris lunar',ciencia,"O pequeno vilarejo de Abisko é considerado um dos melhores lugares do planeta para observar as luzes que parecem dançar nos céus, graças a características particulares deste local.",1
Como irmãos podem aprender a cuidar dos pais sem brigas ,ciencia,Terapeuta familiar ensina regras para evitar conflitos cuja origem está na infância,1
Mukbang: entenda o fenômeno de gravar a si mesmo comendo,ciencia,"O Mukbang é um estilo de vídeo surgido na Coreia do Sul, onde os criadores de conteúdo gravam a si mesmos comendo quantidades enormes de comidas exóticas ou consideradas pouco saudáveis.",1
'Polícia dos buracos negros' descobre primeiro buraco negro estelar 'adormecido' fora da Via Láctea,ciencia,"Embora previstos por teoria, fenômenos do tipo são bastante difíceis de serem detectados. 'Conseguimos identificar uma agulha num palheiro', afirmou um astrônomo do projeto.",1
O modelo matemático usado para encontrar corpos de desaparecidos nos rios da Colômbia,ciencia,Equipe interdisciplinar desenvolveu algoritmo que pode ser usado em diferentes corpos d'água para ajudar a encontrar restos mortais de pessoas que desapareceram durante conflito interno enfrentado no país.,1
"Cientistas apostam em transplantes de órgãos de porcos para reduzir filas, mortes e gastos no Brasil",ciencia,Ainda há pelo menos quatro desafios enormes para que este tipo de procedimento se torne uma realidade em todo o mundo.,1
Você ainda sente culpa em relação aos filhos? ,ciencia,"Acredite que fez o melhor e abra espaço para uma nova versão sua, mais leve e de bem com a vida",1
Como fazer o autoteste de Covid-19 com segurança no resultado,ciencia,Veja o passo a passo de como fazer o autoteste sem que dê um falso positivo.,1
"O 'lugar mais estéril do planeta', onde cientistas buscam misteriosa matéria escura",ciencia,"Mais de um quilômetro abaixo da terra, uma equipe de mais de 250 pesquisadores está tentando detectar uma partícula que seria a chave para explicar do que é feito 25% do Universo.",1
Telescópio espacial James Webb: a impressionante foto de Júpiter que quase passou despercebida,ciencia,Imagem foi obtida durante testes com uma das câmeras infravermelhas do telescópio espacial.,1
Esqueleto raro da Batalha de Waterloo é descoberto na Bélgica,ciencia,"Ossada foi encontrada em sítio arqueológico de hospital de campanha do conflito que marcou o fim do reinado de Napoleão Bonaparte na França, em 1815.",1
Veja as primeiras imagens de Júpiter feitas pelo telescópio James Webb,ciencia,As fotos foram capturadas por meio de infravermelho e são um experimento antes do início oficial das operações científicas para o qual ele foi designado.,1
Inclusão digital dos mais velhos deve ser uma prioridade,ciencia,"Cresce o número de idosos em redes sociais, mas falta desenvoltura para que se beneficiem com o que o mundo cibernético oferece",1
'Superlua dos Cervos': veja fotos do fenômeno,ciencia,"Com aparência maior e mais brilhante, a lua está no ponto mais próximo da Terra em sua órbita.",1
Por que mosquitos picam mais algumas pessoas que outras,ciencia,Os mosquitos e as doenças que eles transmitem já mataram mais pessoas do que todas as guerras da história humana juntas.,1
'Superlua dos Cervos' acontece nesta quarta; veja como observar,ciencia,"Para avistar a superlua, não é preciso nenhum equipamento especial.",1
Berçário estelar e dança cósmica: o que mostram as novas imagens de supertelescópio da Nasa,ciencia,"A agência espacial americana divulgou nesta terça-feira (12/07) outras imagens em cores feitas pelo James Webb, em um momento que está sendo considerado como um dos episódios mais marcantes da história da astronomia.",1
James Webb: veja em infográficos o que revelam as fotos do supertelescópio,ciencia,"Para marcar o início oficial de suas observações, telescópio espacial apresentou uma série de imagens e dados científicos nesta terça (11). g1 montou infográficos que explicam as fotos e as comparam com os mesmos registros do Hubble. ",1
Veja as primeiras fotos divulgadas pelo supertelescópio James Webb,ciencia,"O registro em infravermelho mais nítido e profundo do Universo, mostra um aglomerado de galáxias.",1
"Em derrota para o governo, Congresso impede bloqueio de fundo para ciência e tecnologia",ciencia,Governo queria autorização para contingenciar verbas do Fundo Nacional de Ciência e Tecnologia. Oposição articulou retirada do trecho; proposta vinha sendo criticada por entidades.,1
Veja as novas imagens registradas pelo supertelescópio James Webb,ciencia,"Um dia depois da divulgação do seu primeiro registro colorido, o telescópio espacial internacional James Webb revela ao mundo nesta terça-feira (12) uma série de imagens e dados científicos das suas observações iniciais.",1
James Webb divulga suas primeiras imagens: veja como foi a construção do telescópio em FOTOS,ciencia,Observatório espacial que vai explorar as origens do Universo começou a ser construído em 2004 e só foi lançado ao espaço em 25 de dezembro de 2021. ,1
"James Webb, maior telescópio espacial já lançado, divulga novos registros do Universo ",ciencia,"Depois de revelar sua primeira foto científica e colorida na última segunda (11), supertelescópio de US$ 10 bilhões flagrou novas imagens. ",1
"Foguete explode na fábrica da SpaceX durante teste de solo: 'Avaliando danos', diz Elon Musk",ciencia,"Explosão foi registrada durante transmissão ao vivo no sul do Texas, Estados Unidos; bilionário comentou o caso nas redes sociais. ",1
"4,6 bilhões de anos-luz: telescópio James Webb faz imagem mais nítida e profunda do universo",ciencia,É a primeira imagem totalmente em cores do telescópio que custou US$ 10 bilhões ao governo norte-americano.,1
Como o Japão vai diminuir o número de casos de demência,ciencia,Adoção de hábitos saudáveis produz impacto positivo em qualquer fase da vida,1
Por que cada vez mais pessoas estão vivendo até os 100 anos?,ciencia,Número de pessoas atingindo idade de 100 anos aumentou desde 1990 e deve ultrapassar a marca de 1 milhão até o final da década. Mas nem tudo são boas notícias.,1
Superlua dos Cervos ocorre na quarta: veja dicas para observação e curiosidades,ciencia,"Será a segunda vez no ano que fenômeno ocorre, após a Superlua de Morango em junho.",1
QUIZ: James Webb divulga sua primeira imagem científica; teste seus conhecimentos sobre o telescópio espacial,ciencia,Descubra se você sabe tudo sobre o supertelescópio que ajudará a resolver mistérios do nosso Universo.,1
Primeira imagem científica feita pelo James Webb mostra registro inédito do Universo,ciencia,Maior e mais poderoso telescópio espacial já construído ajudará a ciência a investigar desde mistérios do nosso sistema solar até o potencial de vida em outros planetas. Evento com Biden divulgou a foto.,1
Veja as estruturas do telescópio James Webb,ciencia,"Veja as estruturas do telescópio espacial mais poderoso já construído pela ciência, que vai explorar as origens do universo.",1
Por que demonstrar estresse e ansiedade pode melhorar sua imagem,ciencia,"Não é preciso esconder essas emoções, que muitas vezes despertam uma 'reação cooperativa' ou empática dos demais.",1
Como os cientistas começam a desvendar os sons desconhecidos da terra,ciencia,"As minhocas, larvas e raízes produzem uma imensidade de sons dissonantes sob nossos pés que só agora estão começando a ser ouvidos, como forma de tentar entender melhor a vida embaixo da terra.",1
Por que é tão importante construir pontes entre as gerações,ciencia,Projetos intergeracionais vão de podcasts a empresa que aproxima jovens adeptos do veganismo de executivos do setor de alimentação,1
"Explore em 3D o telescópio James Webb, que divulgará suas primeiras imagens científicas nesta semana",ciencia,Telescópio espacial mais poderoso já construído pela ciência deve revelar suas primeiras imagens e dados científicos nesta terça (12). g1 mostra como funciona o equipamento em modelo tridimensional. ,1
Os preconceitos da Ciência que põem em risco vida de mulheres e negros,ciencia,"Pensamos na Ciência como objetiva e universal, mas, como tudo ela, é afetada pelo viés humano, que pode ter consequências na vida real — dependendo do seu sexo, raça e onde você mora.",1
Cientistas encontram pistas sobre mistério dos braços curtos do Tiranossauro rex,ciencia,Equipe que encontrou esqueleto de nova espécie de dinossauro com 'cabeça gigante e braços curtos' diz que 'bracinhos' davam a esse gigante carnívoro vantagens para sobreviver. Mas como?,1
A ucraniana que ganhou 'Nobel da Matemática' por resolver problema sem solução desde o século 17,ciencia,"Maryna Viazovska é a segunda mulher na história a receber a Medalha Fields com uma solução 'simples', 'elegante' e 'inesperada' para o problema de empacotamento de esferas.",1
Projeto que abre brecha para corte de recursos para ciência põe superlaboratório Sirius em 'alerta',ciencia,Proposta do governo federal que pode bloquear recursos do Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT) pode atrasar conclusão do principal projeto da ciência brasileira.,1
Brasileiro é finalista de prêmio de fotografia em Londres com foto de Saturno; veja concorrentes,ciencia,"Competição de quatro museus britânicos traz também o registro de um Cometa na Namíbia, a galáxia Cata-vento do Sul e a Aurora Boreal. Vencedor será anunciado em 15 de setembro.",1
Um livro que contém esperança para todos nós,ciencia,Obra traz relatos de como o diagnóstico mudou as vidas de 46 pacientes com doenças graves,1
Superlaboratório Sirius analisa peças arqueológicas achadas nos anos 1970 na região de Campinas,ciencia,"Parceria entre equipe do acelerador de partículas e Museu da Cidade, sob orientação de pesquisadores da Unicamp, tenta desvendar materiais que compõem objetos cerâmicos.",1
A descoberta que pode ajudar a entender força que permite existência dos átomos,ciencia,"Cientistas descobriram novas configurações 'exóticas' de quarks, as menores partículas conhecidas e que compõem outros elementos subatômicos que formam o núcleo dos átomos.",1
Cientistas do CERN observam três partículas 'exóticas' pela primeira vez,ciencia,Elas ajudarão os físicos a entender melhor como partículas elementares se unem para formar partículas compostas.,1
Como Grande Colisor de Hádrons pode ajudar a solucionar mistério da matéria escura,ciencia,"Um dos maiores mistérios do universo pode finalmente ser resolvido quando acelerador de partículas mais poderoso do mundo voltar à atividade após atualização, nesta terça-feira, 5 de julho.",1
Como dinossauros faziam sexo? O mistério que pesquisadores querem revelar,ciencia,Detalhes sórdidos de como dinossauros faziam sexo vêm intrigando cientistas há muito tempo. Mas agora está surgindo uma nova ideia: suas características mais excêntricas podem nos contar como isso acontecia?,1
Estudo comprova associação entre pré-diabetes e risco maior de infarto,ciencia,Pacientes com esta condição apresentaram 25% mais chances de sofrer um ataque cardíaco,1
Estudo com astronautas revela efeitos das viagens espaciais no corpo humano,ciencia,"
Um ano depois de retornarem à Terra, os astronautas exibiram, em média, 2,1% de redução da densidade mineral óssea na tíbia – um dos ossos da perna – e 1,3% de redução da força óssea. ",1
Por que somos mais sujeitos a tonturas ao envelhecer ,ciencia,"Acima dos 60 anos, 20% apresentam algum tipo de limitação de capacidade funcional por causa do problema",1
Fóssil de mulher das cavernas indica ancestral do homem 1 milhão de anos mais velho do que se pensava,ciencia,Descoberta complica nossa compreensão atual de onde os humanos vieram.,1
Sonda espacial chinesa captura imagens de toda a superfície de Marte; veja FOTOS,ciencia,"Entre as imagens estão as primeiras fotografias chinesas do polo sul marciano, onde estão quase todos os recursos hídricos do planeta vermelho.",1
A jovem cientista brasileira premiada na França por pesquisas para popularizar consumo de plantas silvestres,ciencia,"Pernambucana Patrícia Medeiros estuda relações entre pessoas e plantas e afirma que brasileiro come poucas espécies convencionais. Segundo ela, isso é 'muito negativo do ponto de vista nutricional'.",1
Por que a desigualdade é um fator de risco para o Alzheimer,ciencia,Ambiente físico e social no qual as pessoas estão inseridas pode aumentar a proteção ou ser ameaça para desenvolver demência,1
Como animais de estimação estimulam cérebro das crianças,ciencia,Escolher animal de estimação começa com entendimento de como eles se adaptam à vida familiar. E seu impacto é profundo sobre desenvolvimento das crianças.,1
A vida depois de uma doença grave ,ciencia,Aprenda a superar os sentimentos negativos e a cuidar da saúde física e mental,1
Por que o Departamento de Defesa dos EUA está monitorando sons produzidos por camarões,ciencia,Os sonares militares podem causar efeitos sérios sobre algumas criaturas do oceano. Será que os ruídos naturais produzidos pelos animais marinhos poderão ser utilizados para localizar ameaças subaquáticas?,1
O mito do abismo entre as gerações,ciencia,"“Clichês e estereótipos alimentam batalhas, como se vivêssemos uma guerra cultural, e nos distraem do que realmente importa”, afirma professor",1
"A cruel experiência que apontou: a esperança não é a última que morre, mas a primeira",ciencia,"Um experimento com ratos acostumados a serem livres mostrou que a primeira coisa que eles perderam quando ficaram presos foi a esperança de sobreviver, o que teve consequências fatais.",1
"Governo vai discutir nova cartilha que dificulta acesso da mulher ao aborto legal 
",ciencia,Um dos objetivos é dificultar a interrupção de gravidez em caso de estupro. Proposta faz parte da agenda ideológica do governo com vistas à eleição.,1
Harvard responderá processo sobre fotos de escravos feitas para pesquisa racista em 1850,ciencia,Mulher que afirma ser descendente de escravos que foram obrigados a se despir para tirar fotos para um estudo que tentava provar inferioridade dos negros move ação contra famosa universidade. Justiça considerou que instituição deve responder a processo.,1
Cientistas descobrem bactéria gigante visível a olho nu,ciencia,"A espécie, que é 4,5 mil vezes maior do que outros micróbios, foi encontrada nos mangues de Guadalupe, arquipélago localizado no Caribe, e desafia a noção de que esses seres só podem ser vistos em microscópios.",1
Quer descobrir como é o Sirius por dentro? Visita virtual revela detalhes inéditos do acelerador de partículas,ciencia,"Disponível a partir desta sexta (24), CNPEM 360 permitirá ao público acesso a ambientes restritos e detalhes inéditos da infraestrutura científica que é usada por pesquisadores e empresas, em Campinas (SP).",1
Raro 'alinhamento' de 5 planetas e da Lua acontece nesta sexta-feira (24),ciencia,"Fenômeno, também chamado de 'dança dos planetas', só acontecerá novamente em 2040. Veja melhor horário para observar.",1
Estudo revela segredo de espécies que têm 'envelhecimento insignificante' e a chave não é ter 'sangue frio' ou metabolismo lento,ciencia,"Veneno, espinhos e cascos têm influência na longevidade. Equipe de cientistas realizou ensaios sobre envelhecimento e longevidade em centenas de populações de 77 espécies de répteis e anfíbios.",1
Vem aí a nutrição de precisão ,ciencia,"O objetivo é criar dietas sob medida, que funcionem de acordo com as características e circunstâncias vividas por cada indivíduo",1
O misterioso portal para as estrelas construído por rei indiano há 300 anos,ciencia,"Construído há 300 anos, o observatório Jantar Mantar da cidade de Jaipur, no noroeste da Índia, é um complexo ao ar livre repleto de instrumentos astronômicos gigantescos projetados para uso a olho nu – e sua precisão mantém-se até os dias de hoje.",1
Esclerose múltipla: entenda o que é e quais são os sintomas,ciencia,A doença não tem cura e o tratamento visa amenizar os sintomas e desacelerar a progressão da doença.,1
